iter	RMSE
225	4523.114724
226	4521.793188
227	4519.623465
228	4514.102295
229	4506.329606
230	4501.724072
231	4500.962855
232	4493.724595
233	4485.28323
234	4483.464529
235	4477.57427
236	4476.003531
237	4472.525668
238	4471.761533
239	4468.151261
240	4465.867798
241	4460.092537
242	4457.985784
243	4451.010406
244	4448.29219
245	4447.522874
246	4442.734237
247	4438.669199
248	4435.132344
249	4430.637357
250	4429.548932
251	4426.889923
252	4425.828102
253	4421.39617
254	4420.489339
255	4419.554331
256	4418.991066
257	4417.306662
258	4416.756582
259	4412.017203
260	4408.739393
261	4401.830225
262	4399.240093
263	4393.627972
264	4386.541809
265	4379.412034
266	4376.232897
267	4375.636329
268	4372.646449
269	4369.357798
270	4368.302185
271	4365.877001
272	4360.753849
273	4359.289209
274	4358.322978
275	4352.846118
276	4351.65722
277	4351.121928
278	4349.505684
279	4344.242264
280	4341.955145
281	4339.125578
282	4334.540392
283	4333.859893
284	4329.689972
285	4325.223755
286	4320.818306
287	4320.376125
288	4316.1601
289	4314.313136
290	4310.395679
291	4307.144816
292	4306.374989
293	4301.709713
294	4300.014381
295	4295.453227
296	4293.938828
297	4289.886692
298	4284.649692
299	4283.481522
300	4281.214597
301	4278.835655
302	4278.167145
303	4275.227473
304	4271.34486
305	4268.005188
306	4263.033521
307	4260.885714
308	4257.383975
309	4255.590656
310	4249.388449
311	4241.94184
312	4241.2782
313	4239.260627
314	4237.767668
315	4237.24148
316	4233.68254
317	4230.893343
318	4230.388019
319	4225.565099
320	4224.896715
321	4221.232596
322	4219.956531
323	4216.810483
324	4214.317285
325	4209.499498
326	4208.623006
327	4207.711292
328	4206.024758
329	4202.841114
330	4201.389161
331	4198.368319
332	4197.857932
333	4194.947509
334	4194.531798
335	4193.8098
336	4190.785306
337	4189.137799
338	4187.798674
339	4180.731039
340	4179.575157
341	4177.248283
342	4173.127795
343	4168.318308
344	4166.689884
345	4161.199724
346	4157.032697
347	4154.99249
348	4153.838282
349	4152.464525
350	4149.382342
351	4148.996461
352	4147.62015
353	4145.231382
354	4139.045005
355	4135.225423
356	4132.440325
357	4128.989826
358	4124.733103
359	4123.744856
360	4121.126621
361	4119.498195
362	4114.152121
363	4111.457961
364	4107.828835
365	4102.926806
366	4101.396775
367	4099.759805
368	4097.412433
369	4096.705708
370	4095.848898
371	4094.225403
372	4093.659137
373	4092.219508
374	4086.473343
375	4084.387575
376	4083.280235
377	4081.714332
378	4078.799636
379	4075.46192
380	4071.956987
381	4070.685601
382	4070.175614
383	4066.558929
384	4061.793539
385	4059.907593
386	4058.133681
387	4057.564477
388	4052.726211
389	4050.756331
390	4050.432621
391	4046.513115
392	4045.647693
393	4043.066334
394	4039.59879
395	4037.385076
396	4034.388246
397	4028.786214
398	4028.026247
399	4022.582656
400	4014.43972
401	4012.34432
402	4010.977134
403	4003.633218
404	4003.315282
405	4000.255542
406	3999.594958
407	3996.865268
408	3992.552597
409	3992.200125
410	3991.932337
411	3987.136559
412	3986.012784
413	3981.195328
414	3980.751068
415	3977.729095
416	3977.518873
417	3975.006146
418	3973.873393
419	3971.044627
420	3967.177956
421	3966.945287
422	3965.229264
423	3964.321337
424	3963.562363
425	3963.323635
426	3961.93294
427	3957.24154
428	3954.39012
429	3947.991317
430	3945.151963
431	3940.690824
432	3938.181793
433	3937.104894
434	3936.894456
435	3936.188884
436	3935.168509
437	3932.917407
438	3932.727179
439	3928.179881
440	3925.053902
441	3923.021586
442	3921.116595
443	3920.696122
444	3918.479768
445	3917.640258
446	3916.256458
447	3909.920955
448	3908.649254
449	3907.196407
450	3904.248579
451	3899.6538
452	3897.298399
453	3895.486659
454	3894.825745
455	3892.426304
456	3889.98751
457	3889.600997
458	3885.825237
459	3880.935126
460	3880.144359
461	3877.690351
462	3877.438722
463	3876.971042
464	3876.634102
465	3874.814718
466	3872.229624
467	3871.653185
468	3870.264155
469	3869.603112
470	3864.42411
471	3862.850341
472	3860.879431
473	3859.032137
474	3858.858618
475	3857.229624
476	3856.105002
477	3855.809697
478	3854.125838
479	3851.898351
480	3850.116233
481	3846.828224
482	3845.785261
483	3844.115703
484	3842.860581
485	3840.024672
486	3838.750347
487	3834.721637
488	3833.641221
489	3833.27976
490	3832.347711
491	3827.662404
492	3822.399064
493	3818.2934
494	3817.800604
495	3817.460602
496	3816.826093
497	3814.698223
498	3810.22118
499	3809.970608
500	3809.545656
501	3808.55102
502	3807.643064
503	3807.201663
504	3803.816913
505	3802.109009
506	3798.023218
507	3796.144689
508	3795.98271
509	3794.893718
510	3794.60768
511	3790.547414
512	3787.291136
513	3783.687113
514	3782.819093
515	3782.667173
516	3779.937389
517	3778.397621
518	3778.253133
519	3775.036258
520	3774.640286
521	3774.504493
522	3773.777396
523	3769.251281
524	3768.225642
525	3764.052566
526	3760.968232
527	3759.927087
528	3756.391591
529	3752.48976
530	3751.960811
531	3750.669813
532	3750.118153
533	3749.117983
534	3748.372679
535	3746.884017
536	3744.13603
537	3742.408294
538	3740.316077
539	3736.959453
540	3732.732816
541	3730.838779
542	3730.503737
543	3729.258516
544	3728.003992
545	3725.133095
546	3723.325337
547	3722.855367
548	3722.154807
549	3721.118325
550	3720.737443
551	3717.260084
552	3714.29832
553	3712.84331
554	3710.809944
555	3709.583588
556	3709.449581
557	3708.626376
558	3707.429946
559	3707.299412
560	3706.560342
561	3704.861663
562	3700.451724
563	3697.973382
564	3695.352146
565	3694.443023
566	3691.94271
567	3687.901734
568	3687.501739
569	3685.39159
570	3684.563124
571	3681.684802
572	3680.914838
573	3678.504473
574	3677.948611
575	3677.384707
576	3674.589606
577	3674.048535
578	3673.690074
579	3671.487522
580	3666.00422
581	3664.213587
582	3663.149716
583	3662.48945
584	3661.4447
585	3659.847333
586	3659.466302
587	3657.754315
588	3655.53206
589	3654.702089
590	3654.090001
591	3652.455438
592	3651.99717
593	3651.285878
594	3646.704842
595	3643.809852
596	3642.422109
597	3640.094462
598	3636.155905
599	3633.982078
600	3632.125833
601	3627.14142
602	3627.002236
603	3625.397671
604	3623.357295
605	3622.4126
606	3620.735493
607	3615.906891
608	3615.790212
609	3614.317563
610	3612.750815
611	3612.370303
612	3611.758446
613	3609.571939
614	3608.658426
615	3606.582553
616	3606.289526
617	3605.882086
618	3603.11025
619	3601.976061
620	3597.690443
621	3597.441019
622	3596.245989
623	3595.293118
624	3595.019081
625	3594.247598
626	3593.841487
627	3590.936339
628	3590.691477
629	3589.518732
630	3588.752999
631	3586.374176
632	3585.743211
633	3585.16306
634	3584.902601
635	3584.792374
636	3584.413111
637	3583.917496
638	3583.575777
639	3581.014079
640	3579.299822
641	3577.29893
642	3573.789331
643	3571.691119
644	3571.350385
645	3570.794701
646	3568.849052
647	3568.33593
648	3564.962926
649	3564.16063
650	3562.325167
651	3559.906
652	3559.707278
653	3559.096242
654	3558.631746
655	3556.735199
656	3556.265832
657	3555.059227
658	3554.747375
659	3550.390969
660	3548.723095
661	3548.593516
662	3545.997208
663	3542.704574
664	3539.895634
665	3539.646325
666	3537.894035
667	3536.083352
668	3534.188485
669	3533.34708
670	3533.242067
671	3531.955794
672	3531.003838
673	3530.355603
674	3530.258496
675	3526.664316
676	3524.996689
677	3524.750555
678	3524.076696
679	3523.272171
680	3522.067351
681	3521.262019
682	3519.458086
683	3518.807505
684	3516.681195
685	3514.528864
686	3513.202871
687	3510.196639
688	3507.910942
689	3506.953091
690	3505.156964
691	3503.581902
692	3502.850056
693	3502.747045
694	3497.274512
695	3495.079708
696	3491.339922
697	3488.416246
698	3487.095767
699	3486.767198
700	3486.67247
701	3486.490159
702	3484.213355
703	3481.993946
704	3481.46541
705	3480.950331
706	3480.859744
707	3479.568007
708	3478.95928
709	3477.420852
710	3476.782399
711	3476.575051
712	3475.028094
713	3473.299249
714	3471.478687
715	3470.285535
716	3470.022521
717	3469.862837
718	3468.505363
719	3467.49518
720	3467.158686
721	3466.682021
722	3464.557861
723	3464.32012
724	3462.521167
725	3458.656577
726	3457.844314
727	3457.039113
728	3455.757858
729	3455.425017
730	3452.711805
731	3451.392036
732	3449.167045
733	3448.793955
734	3447.470425
735	3446.772347
736	3444.702196
737	3441.854302
738	3440.512715
739	3440.046637
740	3439.566793
741	3439.408334
742	3436.103564
743	3433.918278
744	3432.000125
745	3431.216702
746	3431.123948
747	3428.763724
748	3428.677066
749	3428.036362
750	3425.383565
751	3424.966746
752	3419.807968
753	3418.600653
754	3417.034879
755	3416.949011
756	3414.999532
757	3411.30828
758	3410.280978
759	3408.674823
760	3408.347768
761	3406.918918
762	3404.983617
763	3403.195293
764	3401.71732
765	3401.204212
766	3400.530685
767	3400.369603
768	3400.088081
769	3398.811746
770	3398.162643
771	3397.684581
772	3395.126914
773	3394.329051
774	3393.093884
775	3392.190705
776	3391.536601
777	3391.316582
778	3390.886865
779	3389.868598
780	3389.644573
781	3389.193415
782	3389.028527
783	3388.282511
784	3387.59503
785	3385.99523
786	3385.597043
787	3381.356092
788	3381.093325
789	3377.616268
790	3375.927008
791	3375.046229
792	3374.583304
793	3373.015332
794	3372.930175
795	3372.645276
796	3369.902585
797	3368.643175
798	3366.950767
799	3364.790925
800	3362.239114
801	3361.986846
802	3359.455706
803	3357.770378
804	3357.397504
805	3355.571273
806	3354.889236
807	3352.504437
808	3352.056109
809	3351.75122
810	3351.247725
811	3349.660737
812	3349.025115
813	3347.811226
814	3346.080056
815	3344.680411
816	3344.596715
817	3342.986075
818	3341.960842
819	3340.104029
820	3339.961264
821	3338.287346
822	3337.859699
823	3337.271161
824	3336.8568
825	3336.717784
826	3334.544906
827	3334.463152
828	3334.247242
829	3331.509268
830	3330.715576
831	3329.788825
832	3328.643223
833	3326.096655
834	3325.528888
835	3324.70899
836	3323.218509
837	3321.753983
838	3319.477062
839	3319.306305
840	3316.609173
841	3316.230669
842	3315.018546
843	3314.93355
844	3314.531357
845	3314.332108
846	3312.831646
847	3311.945877
848	3309.299687
849	3307.717956
850	3305.660205
851	3305.219906
852	3304.470857
853	3303.314891
854	3301.813701
855	3300.264424
856	3300.150928
857	3300.064926
858	3299.277653
859	3298.863873
860	3295.145204
861	3292.527015
862	3292.337943
863	3292.120887
864	3291.607779
865	3291.529247
866	3290.117662
867	3287.768374
868	3287.428707
869	3285.634356
870	3284.991004
871	3282.843067
872	3281.558287
873	3278.849993
874	3276.110689
875	3275.925821
876	3273.472942
877	3272.043534
878	3271.799557
879	3269.794583
880	3268.680088
881	3266.169546
882	3265.795283
883	3265.321549
884	3264.975171
885	3264.45231
886	3264.372018
887	3263.755574
888	3261.827082
889	3261.318965
890	3261.250882
891	3260.94284
892	3259.923729
893	3258.277148
894	3258.149642
895	3256.727545
896	3255.374139
897	3252.729043
898	3252.28723
899	3252.167877
900	3251.738701
901	3251.41633
902	3249.962173
903	3247.537023
904	3246.94793
905	3246.756691
906	3246.003272
907	3244.046311
908	3242.528749
909	3240.951157
910	3240.744294
911	3240.588461
912	3239.059046
913	3235.938107
914	3235.871394
915	3233.806668
916	3232.925823
917	3232.824576
918	3231.30808
919	3230.984721
920	3229.735635
921	3227.479568
922	3227.380097
923	3226.008278
924	3225.081763
925	3223.981404
926	3221.549559
927	3220.653189
928	3219.946972
929	3218.805776
930	3218.649685
931	3217.031545
932	3216.470408
933	3213.962025
934	3212.65867
935	3212.589012
936	3211.463087
937	3211.39173
938	3209.440809
939	3208.943705
940	3208.63936
941	3206.765491
942	3206.307034
943	3203.65505
944	3202.965498
945	3202.602536
946	3202.360483
947	3201.963639
948	3201.807377
949	3199.272758
950	3196.77506
951	3196.543405
952	3194.05891
953	3193.804671
954	3192.850898
955	3191.108092
956	3190.411217
957	3189.587846
958	3189.217366
959	3188.55833
960	3187.87244
961	3186.53378
962	3186.349001
963	3186.104487
964	3185.621568
965	3184.099763
966	3183.973487
967	3183.904364
968	3183.532653
969	3183.424222
970	3182.263
971	3181.290318
972	3180.928998
973	3179.435674
974	3179.205063
975	3179.14083
976	3179.076769
977	3178.753484
978	3177.485722
979	3177.388425
980	3177.321938
981	3175.489104
982	3174.46618
983	3174.070681
984	3172.01893
985	3171.81562
986	3171.232968
987	3170.876609
988	3170.81571
989	3169.671761
990	3169.149248
991	3169.08415
992	3167.101829
993	3163.909302
994	3161.722843
995	3161.191647
996	3161.135058
997	3159.879966
998	3159.457446
999	3158.541643
